history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_seller_id
H0003797,O000999,Prospecting,Qualification,2023-09-25 17:00:00,S008
H0003798,O000999,Qualification,Proposal,2023-10-07 09:00:00,S008
H0003799,O000999,Proposal,Negotiation,2023-10-16 17:00:00,S008
H0003800,O000999,Negotiation,Closed Won,2023-11-06 16:00:00,S008
H0003801,O001000,,Prospecting,2024-08-12 09:00:00,S040
H0003802,O001000,Prospecting,Qualification,2024-08-14 09:00:00,S040
H0003803,O001000,Qualification,Proposal,2024-08-14 14:00:00,S040
H0003804,O001000,Proposal,Negotiation,2024-09-06 08:00:00,S040
H0003805,O001000,Negotiation,Closed Won,2024-09-22 15:00:00,S040
H0003806,O001001,,Prospecting,2023-10-05 09:00:00,S031
H0003807,O001001,Prospecting,Closed Lost,2023-11-07 11:00:00,S031
H0003808,O001002,,Prospecting,2024-08-29 09:00:00,S012
H0003809,O001002,Prospecting,Qualification,2024-09-19 09:00:00,S012
H0003810,O001002,Qualification,Closed Lost,2024-12-06 10:00:00,S012
H0003811,O001003,,Prospecting,2025-06-09 09:00:00,S019
H0003812,O001003,Prospecting,Qualification,2025-06-22 11:00:00,S019
H0003813,O001004,,Prospecting,2025-03-30 09:00:00,S008
H0003814,O001004,Prospecting,Qualification,2025-04-10 13:00:00,S008
H0003815,O001004,Qualification,Proposal,2025-04-14 16:00:00,S008
H0003816,O001004,Proposal,Negotiation,2025-05-17 15:00:00,S008
H0003817,O001004,Negotiation,Closed Won,2025-05-30 17:00:00,S008
H0003818,O001005,,Prospecting,2023-02-04 09:00:00,S006
H0003819,O001005,Prospecting,Closed Lost,2023-02-11 10:00:00,S006
H0003820,O001006,,Prospecting,2023-10-30 09:00:00,S032
H0003821,O001006,Prospecting,Qualification,2023-11-26 17:00:00,S032
H0003822,O001006,Qualification,Proposal,2023-12-25 14:00:00,S032
H0003823,O001006,Proposal,Negotiation,2024-01-08 16:00:00,S032
H0003824,O001006,Negotiation,Closed Lost,2024-01-18 16:00:00,S032
H0003825,O001007,,Prospecting,2024-11-09 09:00:00,S040
H0003826,O001007,Prospecting,Qualification,2024-11-13 12:00:00,S040
H0003827,O001007,Qualification,Closed Lost,2024-12-02 17:00:00,S040
H0003828,O001008,,Prospecting,2025-04-30 09:00:00,S023
H0003829,O001008,Prospecting,Closed Lost,2025-05-10 17:00:00,S023
H0003830,O001009,,Prospecting,2025-03-09 09:00:00,S031
H0003831,O001009,Prospecting,Qualification,2025-04-09 09:00:00,S031
H0003832,O001009,Qualification,Closed Lost,2025-05-18 15:00:00,S031
H0003833,O001010,,Prospecting,2025-02-10 09:00:00,S012
H0003834,O001010,Prospecting,Qualification,2025-02-20 13:00:00,S012
H0003835,O001010,Qualification,Proposal,2025-03-09 12:00:00,S012
H0003836,O001010,Proposal,Negotiation,2025-03-12 15:00:00,S012
H0003837,O001010,Negotiation,Closed Lost,2025-04-06 13:00:00,S012
H0003838,O001011,,Prospecting,2023-08-18 09:00:00,S008
H0003839,O001011,Prospecting,Qualification,2023-09-11 08:00:00,S008
H0003840,O001011,Qualification,Proposal,2023-09-21 09:00:00,S008
H0003841,O001011,Proposal,Negotiation,2023-09-25 16:00:00,S008
H0003842,O001011,Negotiation,Closed Won,2023-10-11 15:00:00,S008
H0003843,O001012,,Prospecting,2025-05-13 09:00:00,S008
H0003844,O001012,Prospecting,Qualification,2025-05-30 08:00:00,S008
H0003845,O001012,Qualification,Closed Lost,2025-06-09 15:00:00,S008
H0003846,O001013,,Prospecting,2024-02-02 09:00:00,S008
H0003847,O001013,Prospecting,Qualification,2024-02-11 16:00:00,S008
H0003848,O001013,Qualification,Proposal,2024-03-22 16:00:00,S008
H0003849,O001013,Proposal,Negotiation,2024-03-27 08:00:00,S008
H0003850,O001013,Negotiation,Closed Won,2024-04-06 10:00:00,S008
H0003851,O001014,,Prospecting,2025-02-04 09:00:00,S018
H0003852,O001014,Prospecting,Closed Lost,2025-02-11 15:00:00,S018
H0003853,O001015,,Prospecting,2024-04-19 09:00:00,S021
H0003854,O001015,Prospecting,Qualification,2024-05-07 16:00:00,S021
H0003855,O001015,Qualification,Proposal,2024-06-02 16:00:00,S021
H0003856,O001015,Proposal,Negotiation,2024-07-20 10:00:00,S021
H0003857,O001015,Negotiation,Closed Won,2024-07-27 12:00:00,S021
H0003858,O001016,,Prospecting,2024-04-05 09:00:00,S025
H0003859,O001016,Prospecting,Qualification,2024-04-28 15:00:00,S025
H0003860,O001016,Qualification,Proposal,2024-05-02 16:00:00,S025
H0003861,O001016,Proposal,Negotiation,2024-05-09 12:00:00,S025
H0003862,O001016,Negotiation,Closed Won,2024-06-03 16:00:00,S025
H0003863,O001017,,Prospecting,2023-06-09 09:00:00,S005
H0003864,O001017,Prospecting,Qualification,2023-06-30 10:00:00,S005
H0003865,O001017,Qualification,Proposal,2023-07-18 13:00:00,S005
H0003866,O001017,Proposal,Negotiation,2023-07-25 16:00:00,S005
H0003867,O001017,Negotiation,Closed Lost,2023-08-05 15:00:00,S005
H0003868,O001018,,Prospecting,2023-09-06 09:00:00,S013
H0003869,O001018,Prospecting,Qualification,2023-09-15 08:00:00,S013
H0003870,O001018,Qualification,Proposal,2023-09-15 15:00:00,S013
H0003871,O001018,Proposal,Closed Lost,2023-10-05 14:00:00,S013
H0003872,O001019,,Prospecting,2024-07-19 09:00:00,S037
H0003873,O001019,Prospecting,Qualification,2024-08-12 10:00:00,S037
H0003874,O001019,Qualification,Closed Lost,2024-09-03 16:00:00,S037
H0003875,O001020,,Prospecting,2023-05-27 09:00:00,S020
H0003876,O001020,Prospecting,Qualification,2023-05-27 09:00:00,S020
H0003877,O001020,Qualification,Proposal,2023-05-29 13:00:00,S020
H0003878,O001020,Proposal,Negotiation,2023-06-06 10:00:00,S020
H0003879,O001020,Negotiation,Closed Lost,2023-06-16 11:00:00,S020
H0003880,O001021,,Prospecting,2023-04-13 09:00:00,S027
H0003881,O001021,Prospecting,Qualification,2023-05-03 17:00:00,S027
H0003882,O001021,Qualification,Closed Lost,2023-06-18 15:00:00,S027
H0003883,O001022,,Prospecting,2023-11-14 09:00:00,S009
H0003884,O001022,Prospecting,Qualification,2023-11-14 17:00:00,S009
H0003885,O001022,Qualification,Proposal,2024-01-08 17:00:00,S009
H0003886,O001022,Proposal,Negotiation,2024-05-09 10:00:00,S009
H0003887,O001022,Negotiation,Closed Won,2024-06-14 13:00:00,S009
H0003888,O001023,,Prospecting,2025-05-14 09:00:00,S013
H0003889,O001023,Prospecting,Qualification,2025-05-28 16:00:00,S013
H0003890,O001023,Qualification,Proposal,2025-06-10 14:00:00,S013
H0003891,O001023,Proposal,Negotiation,2025-06-17 12:00:00,S013
H0003892,O001024,,Prospecting,2024-08-04 09:00:00,S035
H0003893,O001024,Prospecting,Qualification,2024-08-08 15:00:00,S035
H0003894,O001024,Qualification,Proposal,2024-09-02 16:00:00,S035
H0003895,O001024,Proposal,Negotiation,2024-09-15 10:00:00,S035
H0003896,O001024,Negotiation,Closed Won,2024-09-19 15:00:00,S035
H0003897,O001025,,Prospecting,2025-03-02 09:00:00,S009
H0003898,O001025,Prospecting,Closed Lost,2025-03-24 15:00:00,S009
H0003899,O001026,,Prospecting,2025-03-06 09:00:00,S020
H0003900,O001026,Prospecting,Qualification,2025-03-06 09:00:00,S020
H0003901,O001026,Qualification,Proposal,2025-05-01 16:00:00,S020
H0003902,O001026,Proposal,Negotiation,2025-05-29 15:00:00,S020
H0003903,O001026,Negotiation,Closed Won,2025-06-10 15:00:00,S020
H0003904,O001027,,Prospecting,2023-11-02 09:00:00,S040
H0003905,O001027,Prospecting,Qualification,2023-11-10 16:00:00,S040
H0003906,O001027,Qualification,Closed Lost,2023-12-16 16:00:00,S040
H0003907,O001028,,Prospecting,2025-02-01 09:00:00,S016
H0003908,O001028,Prospecting,Qualification,2025-02-13 10:00:00,S016
H0003909,O001028,Qualification,Proposal,2025-03-07 14:00:00,S016
H0003910,O001028,Proposal,Negotiation,2025-03-24 09:00:00,S016
H0003911,O001028,Negotiation,Closed Won,2025-04-21 11:00:00,S016
H0003912,O001029,,Prospecting,2025-03-19 09:00:00,S008
H0003913,O001029,Prospecting,Qualification,2025-04-01 10:00:00,S008
H0003914,O001029,Qualification,Proposal,2025-04-07 10:00:00,S008
H0003915,O001029,Proposal,Closed Lost,2025-04-28 13:00:00,S008
H0003916,O001030,,Prospecting,2023-03-28 09:00:00,S013
H0003917,O001030,Prospecting,Closed Lost,2023-05-29 15:00:00,S013
H0003918,O001031,,Prospecting,2025-01-15 09:00:00,S025
H0003919,O001031,Prospecting,Qualification,2025-01-23 12:00:00,S025
H0003920,O001031,Qualification,Proposal,2025-01-29 15:00:00,S025
H0003921,O001031,Proposal,Negotiation,2025-01-30 17:00:00,S025
H0003922,O001031,Negotiation,Closed Won,2025-02-22 13:00:00,S025
H0003923,O001032,,Prospecting,2024-01-26 09:00:00,S012
H0003924,O001032,Prospecting,Closed Lost,2024-03-05 12:00:00,S012
H0003925,O001033,,Prospecting,2025-02-18 09:00:00,S008
H0003926,O001033,Prospecting,Qualification,2025-03-04 10:00:00,S008
H0003927,O001033,Qualification,Proposal,2025-03-13 12:00:00,S008
H0003928,O001033,Proposal,Negotiation,2025-03-28 15:00:00,S008
H0003929,O001033,Negotiation,Closed Won,2025-04-07 15:00:00,S008
H0003930,O001034,,Prospecting,2023-03-28 09:00:00,S009
H0003931,O001034,Prospecting,Closed Lost,2023-07-02 11:00:00,S009
H0003932,O001035,,Prospecting,2024-10-02 09:00:00,S023
H0003933,O001035,Prospecting,Qualification,2024-10-28 13:00:00,S023
H0003934,O001035,Qualification,Proposal,2024-11-15 16:00:00,S023
H0003935,O001035,Proposal,Negotiation,2024-11-24 12:00:00,S023
H0003936,O001035,Negotiation,Closed Lost,2024-11-29 10:00:00,S023
H0003937,O001036,,Prospecting,2025-02-16 09:00:00,S036
H0003938,O001036,Prospecting,Qualification,2025-03-15 16:00:00,S036
H0003939,O001036,Qualification,Proposal,2025-03-23 15:00:00,S036
H0003940,O001036,Proposal,Negotiation,2025-03-24 14:00:00,S036
H0003941,O001036,Negotiation,Closed Won,2025-04-23 12:00:00,S036
H0003942,O001037,,Prospecting,2025-02-20 09:00:00,S010
H0003943,O001037,Prospecting,Qualification,2025-03-05 12:00:00,S010
H0003944,O001037,Qualification,Closed Lost,2025-03-14 10:00:00,S010
H0003945,O001038,,Prospecting,2024-03-22 09:00:00,S024
H0003946,O001038,Prospecting,Qualification,2024-05-10 15:00:00,S024
H0003947,O001038,Qualification,Closed Lost,2024-06-11 10:00:00,S024
H0003948,O001039,,Prospecting,2023-12-30 09:00:00,S040
H0003949,O001039,Prospecting,Qualification,2024-01-01 14:00:00,S040
H0003950,O001039,Qualification,Proposal,2024-01-12 10:00:00,S040
H0003951,O001039,Proposal,Closed Lost,2024-01-16 10:00:00,S040
H0003952,O001040,,Prospecting,2025-06-21 09:00:00,S016
H0003953,O001041,,Prospecting,2023-05-16 09:00:00,S023
H0003954,O001041,Prospecting,Qualification,2023-07-07 14:00:00,S023
H0003955,O001041,Qualification,Closed Lost,2023-08-15 12:00:00,S023
H0003956,O001042,,Prospecting,2023-10-29 09:00:00,S009
H0003957,O001042,Prospecting,Qualification,2023-11-07 12:00:00,S009
H0003958,O001042,Qualification,Proposal,2023-12-21 08:00:00,S009
H0003959,O001042,Proposal,Negotiation,2024-01-07 14:00:00,S009
H0003960,O001042,Negotiation,Closed Won,2024-01-20 12:00:00,S009
H0003961,O001043,,Prospecting,2024-03-06 09:00:00,S039
H0003962,O001043,Prospecting,Qualification,2024-04-29 12:00:00,S039
H0003963,O001043,Qualification,Proposal,2024-04-30 16:00:00,S039
H0003964,O001043,Proposal,Negotiation,2024-05-17 09:00:00,S039
H0003965,O001043,Negotiation,Closed Won,2024-05-28 17:00:00,S039
H0003966,O001044,,Prospecting,2023-01-12 09:00:00,S022
H0003967,O001044,Prospecting,Qualification,2023-02-04 16:00:00,S022
H0003968,O001044,Qualification,Closed Lost,2023-02-23 10:00:00,S022
H0003969,O001045,,Prospecting,2025-02-03 09:00:00,S027
H0003970,O001045,Prospecting,Closed Lost,2025-03-17 14:00:00,S027
H0003971,O001046,,Prospecting,2024-10-29 09:00:00,S020
H0003972,O001046,Prospecting,Qualification,2024-11-12 11:00:00,S020
H0003973,O001046,Qualification,Proposal,2025-01-21 15:00:00,S020
H0003974,O001046,Proposal,Negotiation,2025-01-26 16:00:00,S020
H0003975,O001046,Negotiation,Closed Won,2025-02-24 12:00:00,S020
H0003976,O001047,,Prospecting,2023-12-23 09:00:00,S010
H0003977,O001047,Prospecting,Qualification,2024-01-03 10:00:00,S010
H0003978,O001047,Qualification,Proposal,2024-01-19 12:00:00,S010
H0003979,O001047,Proposal,Negotiation,2024-01-22 11:00:00,S010
H0003980,O001047,Negotiation,Closed Won,2024-02-14 16:00:00,S010
H0003981,O001048,,Prospecting,2024-09-04 09:00:00,S002
H0003982,O001048,Prospecting,Qualification,2024-09-08 09:00:00,S002
H0003983,O001048,Qualification,Proposal,2024-09-26 17:00:00,S002
H0003984,O001048,Proposal,Negotiation,2024-10-07 11:00:00,S002
H0003985,O001048,Negotiation,Closed Lost,2024-11-26 11:00:00,S002
H0003986,O001049,,Prospecting,2023-07-01 09:00:00,S040
H0003987,O001049,Prospecting,Qualification,2023-07-16 13:00:00,S040
H0003988,O001049,Qualification,Proposal,2023-07-20 12:00:00,S040
H0003989,O001049,Proposal,Closed Lost,2023-08-07 10:00:00,S040
H0003990,O001050,,Prospecting,2024-10-12 09:00:00,S005
H0003991,O001050,Prospecting,Qualification,2024-10-22 11:00:00,S005
H0003992,O001050,Qualification,Proposal,2024-11-30 12:00:00,S005
H0003993,O001050,Proposal,Negotiation,2024-12-19 15:00:00,S005
H0003994,O001050,Negotiation,Closed Won,2025-01-04 15:00:00,S005
H0003995,O001051,,Prospecting,2024-04-21 09:00:00,S017
H0003996,O001051,Prospecting,Closed Lost,2024-07-07 11:00:00,S017
H0003997,O001052,,Prospecting,2024-07-28 09:00:00,S024
H0003998,O001052,Prospecting,Qualification,2024-08-14 17:00:00,S024
H0003999,O001052,Qualification,Closed Lost,2024-08-29 16:00:00,S024
H0004000,O001053,,Prospecting,2023-02-16 09:00:00,S007
H0004001,O001053,Prospecting,Qualification,2023-02-16 09:00:00,S007
H0004002,O001053,Qualification,Proposal,2023-02-22 15:00:00,S007
H0004003,O001053,Proposal,Closed Lost,2023-02-23 10:00:00,S007
H0004004,O001054,,Prospecting,2023-11-11 09:00:00,S001
H0004005,O001054,Prospecting,Qualification,2023-12-03 17:00:00,S001
H0004006,O001054,Qualification,Proposal,2023-12-07 13:00:00,S001
H0004007,O001054,Proposal,Closed Lost,2023-12-26 10:00:00,S001
H0004008,O001055,,Prospecting,2025-06-14 09:00:00,S031
H0004009,O001055,Prospecting,Qualification,2025-06-27 09:00:00,S031
H0004010,O001056,,Prospecting,2025-06-25 09:00:00,S024
H0004011,O001057,,Prospecting,2025-03-20 09:00:00,S022
H0004012,O001057,Prospecting,Closed Lost,2025-04-02 14:00:00,S022
H0004013,O001058,,Prospecting,2025-01-12 09:00:00,S009
H0004014,O001058,Prospecting,Qualification,2025-01-13 15:00:00,S009
H0004015,O001058,Qualification,Closed Lost,2025-02-12 09:00:00,S009
H0004016,O001059,,Prospecting,2025-01-02 09:00:00,S026
H0004017,O001059,Prospecting,Qualification,2025-01-07 10:00:00,S026
H0004018,O001059,Qualification,Proposal,2025-01-17 15:00:00,S026
H0004019,O001059,Proposal,Negotiation,2025-01-20 09:00:00,S026
H0004020,O001059,Negotiation,Closed Won,2025-01-27 13:00:00,S026
H0004021,O001060,,Prospecting,2024-12-02 09:00:00,S009
H0004022,O001060,Prospecting,Closed Lost,2025-04-01 14:00:00,S009
H0004023,O001061,,Prospecting,2025-03-18 09:00:00,S011
H0004024,O001061,Prospecting,Qualification,2025-04-20 10:00:00,S011
H0004025,O001061,Qualification,Closed Lost,2025-04-28 16:00:00,S011
H0004026,O001062,,Prospecting,2024-05-14 09:00:00,S025
H0004027,O001062,Prospecting,Closed Lost,2024-07-31 10:00:00,S025
H0004028,O001063,,Prospecting,2024-01-13 09:00:00,S013
H0004029,O001063,Prospecting,Qualification,2024-01-18 13:00:00,S013
H0004030,O001063,Qualification,Proposal,2024-04-14 09:00:00,S013
H0004031,O001063,Proposal,Negotiation,2024-04-19 11:00:00,S013
H0004032,O001063,Negotiation,Closed Won,2024-05-09 15:00:00,S013
H0004033,O001064,,Prospecting,2023-12-18 09:00:00,S016
H0004034,O001064,Prospecting,Qualification,2023-12-20 16:00:00,S016
H0004035,O001064,Qualification,Proposal,2024-01-03 12:00:00,S016
H0004036,O001064,Proposal,Negotiation,2024-01-09 15:00:00,S016
H0004037,O001064,Negotiation,Closed Lost,2024-01-13 17:00:00,S016
H0004038,O001065,,Prospecting,2025-06-20 09:00:00,S029
H0004039,O001065,Prospecting,Qualification,2025-06-24 09:00:00,S029
H0004040,O001065,Qualification,Proposal,2025-06-28 14:00:00,S029
H0004041,O001065,Proposal,Closed Lost,2025-06-30 15:00:00,S029
H0004042,O001066,,Prospecting,2025-04-13 09:00:00,S012
H0004043,O001066,Prospecting,Closed Lost,2025-04-29 09:00:00,S012
H0004044,O001067,,Prospecting,2023-05-24 09:00:00,S012
H0004045,O001067,Prospecting,Qualification,2023-06-07 08:00:00,S012
H0004046,O001067,Qualification,Proposal,2023-07-05 17:00:00,S012
H0004047,O001067,Proposal,Closed Lost,2023-07-12 15:00:00,S012
H0004048,O001068,,Prospecting,2023-02-05 09:00:00,S026
H0004049,O001068,Prospecting,Qualification,2023-03-07 08:00:00,S026
H0004050,O001068,Qualification,Proposal,2023-03-30 16:00:00,S026
H0004051,O001068,Proposal,Negotiation,2023-05-03 08:00:00,S026
H0004052,O001068,Negotiation,Closed Won,2023-05-04 09:00:00,S026
H0004053,O001069,,Prospecting,2024-07-30 09:00:00,S024
H0004054,O001069,Prospecting,Closed Lost,2024-10-08 10:00:00,S024
H0004055,O001070,,Prospecting,2025-02-11 09:00:00,S012
H0004056,O001070,Prospecting,Qualification,2025-02-15 12:00:00,S012
H0004057,O001070,Qualification,Proposal,2025-03-13 15:00:00,S012
H0004058,O001070,Proposal,Negotiation,2025-03-24 17:00:00,S012
H0004059,O001070,Negotiation,Closed Lost,2025-03-26 17:00:00,S012
H0004060,O001071,,Prospecting,2023-12-30 09:00:00,S019
H0004061,O001071,Prospecting,Qualification,2024-01-06 11:00:00,S019
H0004062,O001071,Qualification,Proposal,2024-01-09 09:00:00,S019
H0004063,O001071,Proposal,Negotiation,2024-01-12 12:00:00,S019
H0004064,O001071,Negotiation,Closed Lost,2024-01-18 14:00:00,S019
H0004065,O001072,,Prospecting,2024-04-14 09:00:00,S008
H0004066,O001072,Prospecting,Qualification,2024-04-19 11:00:00,S008
H0004067,O001072,Qualification,Proposal,2024-05-08 13:00:00,S008
H0004068,O001072,Proposal,Negotiation,2024-05-10 08:00:00,S008
H0004069,O001072,Negotiation,Closed Won,2024-05-29 16:00:00,S008
H0004070,O001073,,Prospecting,2023-12-20 09:00:00,S037
H0004071,O001073,Prospecting,Qualification,2023-12-21 13:00:00,S037
H0004072,O001073,Qualification,Proposal,2024-01-02 10:00:00,S037
H0004073,O001073,Proposal,Negotiation,2024-01-03 11:00:00,S037
H0004074,O001073,Negotiation,Closed Won,2024-01-22 09:00:00,S037
H0004075,O001074,,Prospecting,2023-04-07 09:00:00,S035
H0004076,O001074,Prospecting,Qualification,2023-04-11 14:00:00,S035
H0004077,O001074,Qualification,Proposal,2023-04-19 17:00:00,S035
H0004078,O001074,Proposal,Negotiation,2023-04-20 10:00:00,S035
H0004079,O001074,Negotiation,Closed Won,2023-05-08 10:00:00,S035
H0004080,O001075,,Prospecting,2024-03-12 09:00:00,S016
H0004081,O001075,Prospecting,Qualification,2024-03-13 09:00:00,S016
H0004082,O001075,Qualification,Proposal,2024-04-28 13:00:00,S016
H0004083,O001075,Proposal,Closed Lost,2024-05-14 14:00:00,S016
H0004084,O001076,,Prospecting,2024-10-30 09:00:00,S002
H0004085,O001076,Prospecting,Qualification,2024-11-20 13:00:00,S002
H0004086,O001076,Qualification,Proposal,2024-12-16 09:00:00,S002
H0004087,O001076,Proposal,Negotiation,2024-12-25 12:00:00,S002
H0004088,O001076,Negotiation,Closed Won,2025-01-13 17:00:00,S002
H0004089,O001077,,Prospecting,2025-04-29 09:00:00,S034
H0004090,O001077,Prospecting,Qualification,2025-06-13 15:00:00,S034
H0004091,O001077,Qualification,Proposal,2025-06-21 09:00:00,S034
H0004092,O001078,,Prospecting,2023-05-01 09:00:00,S028
H0004093,O001078,Prospecting,Closed Lost,2023-06-24 12:00:00,S028
H0004094,O001079,,Prospecting,2025-05-14 09:00:00,S012
H0004095,O001079,Prospecting,Qualification,2025-05-16 15:00:00,S012
H0004096,O001079,Qualification,Proposal,2025-06-03 09:00:00,S012
H0004097,O001079,Proposal,Closed Lost,2025-06-04 17:00:00,S012
H0004098,O001080,,Prospecting,2024-11-01 09:00:00,S013
H0004099,O001080,Prospecting,Qualification,2024-11-04 09:00:00,S013
H0004100,O001080,Qualification,Proposal,2024-11-06 16:00:00,S013
H0004101,O001080,Proposal,Negotiation,2024-11-08 12:00:00,S013
H0004102,O001080,Negotiation,Closed Lost,2024-11-17 10:00:00,S013
H0004103,O001081,,Prospecting,2025-04-09 09:00:00,S011
H0004104,O001081,Prospecting,Qualification,2025-04-15 15:00:00,S011
H0004105,O001081,Qualification,Proposal,2025-04-24 10:00:00,S011
H0004106,O001081,Proposal,Closed Lost,2025-05-12 09:00:00,S011
H0004107,O001082,,Prospecting,2025-04-21 09:00:00,S015
H0004108,O001082,Prospecting,Qualification,2025-05-21 12:00:00,S015
H0004109,O001082,Qualification,Closed Lost,2025-06-18 17:00:00,S015
H0004110,O001083,,Prospecting,2025-03-13 09:00:00,S011
H0004111,O001083,Prospecting,Qualification,2025-05-11 08:00:00,S011
H0004112,O001083,Qualification,Closed Lost,2025-05-26 11:00:00,S011
H0004113,O001084,,Prospecting,2025-06-21 09:00:00,S011
H0004114,O001085,,Prospecting,2025-02-02 09:00:00,S025
H0004115,O001085,Prospecting,Qualification,2025-02-23 09:00:00,S025
